product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
LIVPURE Envy Plus 8 L RO + UV + UF Water Purifier,"₹16,699","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', 'I Year Manufacturer Warranty']",4.1,31,5
Hindware ELARA MINERALS 7 L RO + UV + UF Water Purifier,"₹10,925","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation (6 Months for All Filters and 1 Year for R.O Membrane)']",3.9,164,41
KENT Grand Plus (11001) 8 L RO + UV + UF Water Purifier,"₹16,990","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', '1 Year Warranty + 3 Years free service']",4.3,"3,553",577
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
Ao Smith UTC X5+ 7.5 L RO Water Purifier,"₹14,490","['Electrical & Storage', 'RO', '7.5 L Capacity', '1 Year Comprehensive Warranty & 2 Years RO Membrane warranty if TDS is < 2000 ppm & Hardness is < 400 ppm OR 1 Year RO Membrane Warranty if TDS is < 2000 ppm Hardness is above 400 ppm']",4.2,24,4
Aqua Fresh RO_UV_UF_TDS_Mineral_Cartage 12 L RO + UV + UF + TDS Water Purifier,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â\x80¢ All service will chargeable""]",3.8,68,9
Aqua Active Misty RO+UV +Megnectic Softner+TDS Controller 10 L RO + UV + UF + TDS Water Purifier,"₹8,989","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', 'Warranty obligation shall be limited to the repairing or provide replacement of the part which found faulty. Company Liability under warranty is confined to the first purchaser (Non - Transferable). One year warranty  includes Pump, SV and SMPS. In order to claim any of above mentioned part under warranty, customer first need to send that part to us (courier charges will be levied) and once part will be received in our warehouse, we will check its performance and if there is any issue then new part will be shipped to customer under warranty.  It is advised to get device serviced on proper interval of time as only then warranty will be continued, in case of any miss on service company owns all rights to void the warranty since cartridges used in RO water purifier has a specific date of expiry and customer should change it as and when advised. Warranty will be void if any local part / filter/ cartridge will be used instead of our original parts.']",3.8,36,6
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
NASAKA TULIP N1 RO+ORPH+UF 8 L RO + UF Water Purifier,"₹7,875","['Electrical & Storage', 'RO + UF', '8 L Capacity', '1+ 4 Years Company Domestic Warranty against any manufacturing defects']",3.8,29,4
"HAVELLS Max Alkaline 7 L RO + UV Water Purifier 8 Stages, Patented Corner/wall mounting and Alkaline w...","₹15,941","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",4.3,253,41
CUCKOO Platina 7.5 L RO + UV Water Purifier with Alkaline Water,"₹14,299","['Electrical & Storage', 'RO + UV', '7.5 L Capacity', '1 Year Warranty + 2 Years Extended Warranty.']",4.4,26,11
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Pureit Mineral RO+MF 6 L RO + MF Water Purifier,"₹8,799","['Electrical & Storage', 'RO + MF', '6 L Capacity', '1 YEAR PUREIT INDIA WARENTY']",4.2,570,99
Aquagrand Plus SKYLAND 18 LTR RO UV UF TDS COPPER WTER PURIFIRE 7 STAGE 18 L RO + UV + UF + TDS Water ...,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable""]",none,none,none
Earth Ro System Black Audi 12 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.6,117,26
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
"KENT PRIDE PLUS 11067, 8 LTR RO+ UF+ TDS CONT.+ UV, WATER PURIFIER(WHITE) 8 L RO + UV + UF + TDS Water...","₹14,799","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 YEAR WARARNTY + 3 YEAR FREE SERVICE']",none,none,none
KENT PEARL ZWW MINERAL RO-11098 RO+UV+UF+TDS CONTROLLER (BLUE&WHITE) 20 LTR /HR 8 L RO + UV + UF + TDS...,"₹17,699","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 YEAR WARARNTY + 3 YEAR FREE SERVICE']",4.7,3,0
Aqua Fresh Omega Blue Swift 12 L RO + UV + UF + TDS Water Purifier,"₹5,219","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Blair ALTIS RO UV UF TDS 10 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '1 YEAR OFFSITE WARRANTY FOR MOTOR AND SMPS']",3.8,47,7
Aqua Fresh NYC blue mineral 15 L RO + UV + UF + TDS Water Purifier,"₹5,289","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 500-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargeable(250-300). SUNDAY CLOSED']",3.9,"1,555",306
Aqua BLACK NYC Model wavex MINERAL 15 L ALKALINE VITAMIN B12 +RO+UV+TDS 15 BLACK AUTOMATIC ELECTRICAL ...,"₹5,224","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts,']",5,3,0
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
KENT EXCELL+(11003) 7 L RO + UV Water Purifier,"₹17,499","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.1,57,10
Aqua Fresh nyc blue MINERAL+RO+UV+TDS+UF 15L 15 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS, TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer 400-700 . If customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3)  Membrane will cover stand TDS of water (upto 1500-TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24 to 48 HR Customer care Timing is :- 10AM TO 6PM (MON TO SAT) SUNDAY CLOSED.']",3.9,59,10
LIVPURE Zinger Copper 6.5 L RO + UV + UF + Minerals Water Purifier 70% Water Recovery,"₹16,499","['Electrical & Storage', 'RO + UV + UF + Minerals', '6.5 L Capacity', '1 Year Manufacturer Warranty']",4.2,232,71
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
Grand plus AQUA TPT 14 STAGE 15 L RO + UV + UF + TDS Water Purifier 15 L RO + UV + UF + TDS Water Puri...,"₹5,297","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",3.5,4,1
Aqua NYC Model RO_UV_UF_TDS_With Copper Filter 12 L RO + UV + UF + TDS Water Purifier,"₹5,034","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.9,637,135
KENT PRIME PLUS 9 L RO + UV + UF + TDS Water Purifier,"₹18,549","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty + 3 Years free service']",3.9,7,0
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
Royal Aquafresh copper swift 10 ltrs 10 L RO + UV + UF + TDS Water Purifier,"₹4,959","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months']",3.5,22,6
Aqua grand Epic Model 12 Ltr RO+UV+UF+TDS Controller 12 L RO + UV + UF + TDS Water Purifier,"₹5,034","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.8,36,6
KENT grand plus 9 L RO + UV + UF + TDS Water Purifier,"₹17,880","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.7,3,0
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
SAMTA wall Mount Open  Purifier RO Water Purifier,"₹4,654","['Electrical & Non - Storage', 'RO', '12 months replacement warranty on electrical parts']",3.8,72,19
Pureit CLASSIC + G2 DOUBLE PURITY LOCK 2 L UV Water Purifier,"₹6,900","['Electrical & Storage', 'UV', '2 L Capacity', 'service centre']",4.4,148,25
KENT Alkaline Water Filter Pitcher 3.5 L UF Water Purifier,"₹1,750","['Non - Electrical & Storage', 'UF', '3.5 L Capacity', '1 year domestic manufacturer warranty']",3.8,320,42
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Zero B Zero-B suraksha water purifier Gravity Based Water Purifier,₹441,"['Non - Electrical & Non - Storage', 'Gravity Based', '6 months on product']",3.8,418,69
Aqua Fresh A2_RO_UV_UF_TDS 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Ro Water Purifier Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã\x83Â¢Ã\x82Â\x80Ã\x82Â¢ All service will chargeable""]",3.6,137,20
"HAVELLS Max 7 L RO + UV Water Purifier 8 Stages, Patented Corner/wall mounting","₹14,299","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",4.3,349,61
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
Hindware Calisto Arcas 7 L RO + UF Water Purifier,"₹8,325","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation (6 Months for All Filters and 1 Year for R.O Membrane)']",4.1,112,25
Aqua AQU-SS-GR-AM- grand RO. UV. UF. TDS. MINIRALS. 15 L RO + UV + UF + TDS Water Purifier,"₹4,620","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'technician visit charget the costomer']",none,none,none
Prestige 49006 16 L Gravity Based Water Purifier,"₹3,790","['Non - Electrical & Storage', 'Gravity Based', '16 L Capacity', 'Manufacturer Warranty']",3.8,49,6
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
"HAVELLS FAB Alkaline 7 L RO + UV Water Purifier 8 Stages, Patented Corner/wall mounting and Alkaline w...","₹16,983","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",4.6,13,4
KENT GOLD+(11015) 20 L UF Water Purifier,"₹2,945","['Non - Electrical & Storage', 'UF', '20 L Capacity', '1 year domestic manufacturer warranty']",3.8,63,8
Aqua Fresh EURO COPPER+RO+UV+TDS 15 WHITE AUTOMATIC ELECTRICAL BOREWELL 1500 TDS BEST HOME WATER PURIF...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Month OFFSITE WARRANTY ON PUMP & SMPS INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 2 TO 4 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",3.9,614,93
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
LG WW151NP 8 L RO + UF Water Purifier,"₹20,100","['Electrical & Non - Storage', 'RO + UF', '8 L Capacity', '1 year on product and 10 years on stainless steel tank from Manufacturer']",none,none,none
"HAVELLS Digitouch 7 L RO + UV Water Purifier 8 Stages, Double UV Purification","₹18,879","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",none,none,none
KENT GOLD OPTIMA (WATER PURIFIRE) 10 L Gravity Based Water Purifier,"₹1,649","['Non - Electrical & Storage', 'Gravity Based', '10 L Capacity', '1 YEAR']",3.8,248,44
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Moonbow Alpheus with mineralizer 7 L RO Water Purifier,"₹7,999","['Electrical & Storage', 'RO', '7 L Capacity', 'RO Membrane - 1 Year, Filters - 6 Months, Electrical Parts - 1 Year']",3.7,40,9
Aquaguard Enhance NXT RO+UV+MTDS Water Purifier 7 L RO + UV + MTDS Water Purifier,"₹18,500","['Electrical & Storage', 'RO + UV + MTDS', '7 L Capacity', 'NA']",none,none,none
Grandplus Plain Blue 10 L RO + UV + UF + TDS Water Purifier,"₹5,128","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', 'n/a']",3.5,4,1
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
LIVPURE LIV-PEP-PRO-TOUCH 8.5 L RO + UV + UF Water Purifier,"₹11,499","['Electrical & Storage', 'RO + UV + UF', '8.5 L Capacity', '1 Year Warranty']",4,453,85
Aquasure AMRIT DX 3000 20 L Gravity Based Water Purifier,"₹3,280","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', 'Contact customer care']",4.1,181,32
Aqua Ultra C15 13 L RO + UV + UF Water Purifier,"₹4,848","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",4,53,12
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
"HAVELLS Pro 7 L RO + UV Water Purifier 7 Stages, Patented Corner/wall mounting","₹13,299","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",4.2,62,12
KENT Ace Star (11081) 8 L RO + UV + UF + TDS Water Purifier,"₹14,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,318,57
HAVELLS GHWRPMBO15 7 L RO + UV + UF + TDS Water Purifier,"₹15,135","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', 'Comprehensive 1 year warranty']",4.2,251,33
FABER FWP GALAXY FRESH 7 L RO + UV + MAT + pH Enhancer Water Purifier,"₹9,490","['Electrical & Storage', 'RO + UV + MAT + pH Enhancer', '7 L Capacity', '1 Year Warranty on Product']",3.7,7,4
NASAKA Xtra Sure 6 stage Water Purifier with Tourmaline Balls 20L 20 L Gravity Based + UF Water Purifi...,"₹1,756","['Non - Electrical & Storage', 'Gravity Based + UF', '20 L Capacity', '1 Year']",3.4,20,0
Tata Swach Cristella Advance+ 18 L Gravity Based Water Purifier,"₹2,299","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', '6 Months Brand Warranty']",3.9,"1,231",169
Blair ALTIS ALKALINE 12 L RO + UV + UF + TDS Water Purifier,"₹5,224","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Earth Ro System PONTUS 15 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Parts will be Repair']",3.4,5,2
Eureka Forbes Aquasure from Aquaguard Splash 6 L RO + UF Water Purifier,"₹10,499","['Electrical & Storage', 'RO + UF', '6 L Capacity', '1 Year Warranty']",3.9,119,27
Blair CRYSTA RO UV UF TDS 10 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '1 YEAR OFFSITE MOTOR AND SMPS']",4,10,1
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
LG Water Purifier WHD71RB4RP (Instant Hot & Cold Water Purifier) 7.3 L RO Water Purifier,"₹43,590","['Electrical & Storage', 'RO', '7.3 L Capacity', '1 Year Manufacturer warranty']",4,8,2
Blue Star MA1GR12001 1 L UV Water Purifier,"₹8,259","['Electrical & Non - Storage', 'UV', '1 L Capacity', '1 year Warranty']",none,none,none
nexus pure DRFT 3 COPPER+ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹6,399","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '6 MONTH OFFSITE']",4.1,107,48
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aqua Fresh DT AURA COPPER MINERAL+ro+uv+tds Electrical ground water purifier 15 L 15 L RO + UV + UF + ...,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",4,6,0
Grand plus RED AQUA CANDY 17 LTRs 17 Ltr RO + UV + UF + TDS Water Purifier,"₹5,198","['Electrical & Storage', 'RO + UV + UF + TDS', '17 Ltr Capacity', '6 Months']",3.7,53,7
Aqua Fresh Wave x COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '1 YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS']",3.8,231,33
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Aqua Fresh Audi red model 12 L RO + UV + UF + TDS Water Purifier,"₹5,578","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.6,267,63
HAVELLS MAX ALKLINE 8 L RO + UV + TDS Water Purifier,"₹16,983","['Electrical & Storage', 'RO + UV + TDS', '8 L Capacity', 'compresive']",4.3,122,15
Aqua SKYLND Model RO_UV_UF_TDS_With Copper Filter 18 L RO + UV + UF + TDS Water Purifier,"₹5,034","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,"1,060",232
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Aqua Red Audi Model RO+UV+UF+TDS+Copper Filter 12 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 months domestic warranty']",none,none,none
Tata Swach Bulb 3000 L Gravity Based Water Purifier,₹549,"['Non - Electrical & Non - Storage', 'Gravity Based', '1 Month Manufacturer warranty']",4.2,"6,064",673
Grand plus AQUA CANDY K RO UV UF TDS WITH 14 STAGE 15 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",3.4,51,11
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Grand plus EPIC 12 L RO + UV + UF + TDS Water Purifier,"₹5,264","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â?¢ All service will chargeable""]",3.7,785,153
water solution Prism COPPER RO+UV+TDS 15L 15 L RO + UV + UF + TDS Water Purifier,"₹5,399","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",4,12,2
CUCKOO CP-KN501HW King Top Hot & Cold 2.3 L Nano-Positive Water Purifier,"₹21,490","['Electrical & Storage', 'Nano-Positive', '2.3 L Capacity', '1 Year Warranty + 2 Years Extended Warranty.']",4,7,3
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
"Hi Tech RO Booster Pump OA 100GPD,1Teflon Tape, 2Elbow, 24V Dolphin, Kent, Aqua Guard, Whirlpool, Aqua...","₹1,249","['Electrical & Storage', 'RO + UV + UF + TDS', '300000 L Capacity', '1 Year Performance']",4.2,16,3
Aquagrand NYC Model Copper Filter+ ro + uv + uf + tds Water Purifier + COPPER Filter + 12 L RO + UV + ...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Aquaultra C15 13 L RO + UV + UF Water Purifier,"₹4,825","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",4,11,3
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
KENT SUPER STAR (11011) 7 L RO + UV + UF + TDS Water Purifier,"₹14,440","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.3,233,38
HAVELLS Active Plus UV + UF Water Purifier 4 Stages with Smart Alerts and Electrical Protection system,"₹7,499","['Electrical & Storage', 'UV + UF', '1 Year Warranty']",3.9,31,4
Prestige PSWP 2.0 (49002) 18 L Gravity Based Water Purifier,"₹2,007","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', 'on site']",3.9,"1,571",262
